Species,Month,Year,Date,Jday,Tag,FL,STL,PCL,Wgt,Sex,Umb.Scar,Clasp.length,Clasp.calc,Gonad.stage,Run.sperm,MOD,Yolky.ova,Uter.stage,Maturity.Stage,Maternity.Stage,Emb,EmbTL,Embryo,Male.Emb,Female.Emb,Vertebrae,PCL.Vert,AgeAgree,Source
SSS,5,2009,2/04/2009,92,355530,NA,1127,NA,7.9,f,n,NA,NA,NA,NA,30,1,5,1,1,3,65.5,FALSE,NA,NA,TRUE,NA,4.417,
SSS,5,2009,2/04/2009,92,355529,NA,1085,NA,7.25,f,n,NA,NA,NA,NA,10,2,5,1,1,2,78.5,FALSE,NA,NA,TRUE,NA,4.417,
SSS,5,2009,2/04/2009,92,355521,NA,997,NA,5.15,f,n,NA,NA,NA,NA,5,0,3,1,0,NA,NA,FALSE,NA,NA,TRUE,NA,3.417,
SSS,9,2010,6/08/2010,218,999067,NA,856,NA,NA,f,n,NA,NA,NA,NA,NA,NA,1,0,0,NA,NA,FALSE,NA,NA,FALSE,NA,NA,
SSS,5,2009,2/04/2009,92,355528,NA,1182,NA,NA,f,n,NA,NA,NA,NA,10,1,5,1,1,3,81,FALSE,NA,NA,TRUE,NA,4.417,
SSS,5,2009,5/04/2009,95,U323,75.5,962,NA,NA,f,NA,NA,NA,NA,NA,NA,NA,3,1,0,NA,NA,FALSE,NA,NA,FALSE,NA,NA,
SSS,5,2009,5/04/2009,95,U324,86.5,1088,NA,NA,f,NA,NA,NA,NA,NA,NA,NA,5,1,1,2,NA,FALSE,NA,NA,FALSE,NA,NA,
SSS,5,2009,1/04/2009,91,355502,75.5,999,711,4.9,m,n,80,y,2,NA,NA,NA,NA,1,NA,NA,NA,FALSE,NA,NA,TRUE,NA,3.417,
SSS,5,2009,1/04/2009,91,355504,72.1,917,650,4.05,m,n,60,p,2,NA,NA,NA,NA,0,NA,NA,NA,FALSE,NA,NA,TRUE,NA,2.417,
SSS,5,2009,1/04/2009,91,355503,74.4,966,675,4.4,m,n,75,y,2,NA,NA,NA,NA,1,NA,NA,NA,FALSE,NA,NA,TRUE,NA,2.417,
SSS,12,2009,4/11/2009,308,R0984,78,1000,NA,NA,m,n,76,y,NA,NA,NA,NA,NA,1,NA,NA,NA,FALSE,NA,NA,FALSE,NA,NA,
SSS,12,2009,3/11/2009,307,R0975,83,1010,NA,NA,m,n,81,y,NA,NA,NA,NA,NA,1,NA,NA,NA,FALSE,NA,NA,FALSE,NA,NA,
SSS,12,2009,3/11/2009,307,R0974,100,1230,NA,NA,f,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,NA,NA,
SSS,5,2009,2/04/2009,92,355507,87.1,1116,789,NA,f,n,NA,NA,NA,NA,15,1,5,1,1,4,52.5,FALSE,NA,NA,TRUE,NA,4.417,
SSS,12,2009,4/11/2009,308,J1157,85.5,1080,NA,NA,f,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,NA,NA,
SSS,12,2009,3/11/2009,307,R0862,102,1210,NA,NA,f,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,NA,NA,
SSS,5,2009,2/04/2009,92,355509,70.6,913,636,NA,m,n,47,p,1,NA,NA,NA,NA,0,NA,NA,NA,FALSE,NA,NA,TRUE,NA,2.417,
SSS,12,2009,3/11/2009,307,R0973,80,990,NA,NA,m,n,85,y,NA,NA,NA,NA,NA,1,NA,NA,NA,FALSE,NA,NA,FALSE,NA,NA,
SSS,5,2009,2/04/2009,92,355511,NA,915,NA,NA,m,n,72,y,2,NA,NA,NA,NA,1,NA,NA,NA,FALSE,NA,NA,TRUE,NA,2.417,
SSS,5,2009,2/04/2009,92,355512,NA,928,NA,NA,m,n,75,y,2,NA,NA,NA,NA,1,NA,NA,NA,FALSE,NA,NA,TRUE,NA,2.417,
SSS,5,2009,2/04/2009,92,355513,83.1,1049,NA,NA,f,n,NA,NA,NA,NA,11,1,5,1,1,2,74,FALSE,NA,NA,TRUE,NA,3.417,
SSS,1,2008,19/12/2008,354,362147,94.8,1188,865,12.15,f,n,NA,NA,NA,NA,11,8,5,1,1,4,488.5,FALSE,2,2,TRUE,NA,5.083,
SSS,1,2008,19/12/2008,354,183339,97,1182,NA,8.5,f,n,NA,NA,NA,NA,12,7,6,1,1,NA,NA,FALSE,NA,NA,TRUE,NA,6.083,
SSS,1,2008,19/12/2008,354,362146,88.8,1115,805,6.6,f,n,NA,NA,NA,NA,10,7,6,1,1,NA,NA,FALSE,NA,NA,TRUE,NA,5.083,
SSS,1,2008,19/12/2008,354,362148,94.2,1190,857,9.8,f,n,NA,NA,NA,NA,14,7,5,1,1,3,440,FALSE,1,2,TRUE,NA,5.083,
SSS,4,2009,12/03/2009,71,134112,81,1038,736,NA,m,n,77,y,2,NA,NA,NA,NA,1,NA,NA,NA,FALSE,NA,NA,TRUE,NA,3.333,
SSS,4,2009,12/03/2009,71,134113,77.2,984,695,NA,m,n,75,y,2,NA,NA,NA,NA,1,NA,NA,NA,FALSE,NA,NA,TRUE,NA,2.333,
SSS,4,2009,10/03/2009,69,150113,77.4,1003,700,4.4,m,n,80,y,2,n,NA,NA,NA,1,NA,NA,NA,FALSE,NA,NA,TRUE,NA,NA,
SSS,4,2009,10/03/2009,69,150114,79.2,999,720,5.55,m,n,78,y,2,n,NA,NA,NA,1,NA,NA,NA,FALSE,NA,NA,TRUE,NA,5.333,
SSS,12,2009,5/11/2009,309,R0954,74.5,951,NA,NA,m,n,83,y,NA,NA,NA,NA,NA,1,NA,NA,NA,FALSE,NA,NA,FALSE,NA,NA,
SSS,5,2009,2/04/2009,92,U195,80.5,1019,NA,NA,m,NA,75,y,NA,NA,NA,NA,NA,1,NA,NA,NA,FALSE,NA,NA,FALSE,NA,NA,
SSS,5,2009,2/04/2009,92,U194,82.7,1045,NA,NA,m,NA,77,y,NA,NA,NA,NA,NA,1,NA,NA,NA,FALSE,NA,NA,FALSE,NA,NA,
SSS,5,2009,2/04/2009,92,U193,81.7,1033,NA,6.35,m,NA,84,y,NA,NA,NA,NA,NA,1,NA,NA,NA,FALSE,NA,NA,FALSE,NA,NA,
SSS,1,2008,19/12/2008,354,R0197,92,1175,NA,NA,f,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,NA,NA,
SSS,4,2009,10/03/2009,69,150125,79,995,725,4.85,m,n,79,y,2,NA,NA,NA,NA,1,NA,NA,NA,FALSE,NA,NA,TRUE,NA,3.333,
SSS,4,2009,12/03/2009,71,134123,75.1,955,680,NA,m,n,76,n,2,NA,NA,NA,NA,0,NA,NA,NA,FALSE,NA,NA,TRUE,NA,3.333,
SSS,12,2009,5/11/2009,309,R0955,93,1200,NA,NA,f,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,NA,NA,
SSS,12,2009,5/11/2009,309,272712,84,1055,765,7,m,n,82,y,3,p,NA,NA,NA,1,NA,NA,NA,FALSE,NA,NA,TRUE,NA,6,
SSS,12,2009,6/11/2009,310,R0961,67.2,877,NA,NA,m,n,55,n,NA,NA,NA,NA,NA,0,NA,NA,NA,FALSE,NA,NA,FALSE,NA,NA,
SSS,11,2009,27/10/2009,300,362127,68,877,610,3.45,m,n,51,n,2,y,NA,NA,NA,0,NA,NA,NA,FALSE,NA,NA,TRUE,NA,1.917,
SSS,4,2009,12/03/2009,71,134114,74,951,676,NA,m,n,75,y,2,NA,NA,NA,NA,1,NA,NA,NA,FALSE,NA,NA,TRUE,NA,3.333,
SSS,1,2008,1/12/2008,336,187703,82,1040,760,7.3,f,n,NA,NA,NA,NA,8,0,5,1,1,2,465,FALSE,2,0,TRUE,NA,3.083,
SSS,4,2009,10/03/2009,69,150115,78.9,1000,718,5.3,m,n,78,y,2,NA,NA,NA,NA,1,NA,NA,NA,FALSE,NA,NA,TRUE,NA,5.333,
SSS,12,2008,30/11/2008,335,187697,98,1210,895,12.7,f,n,NA,NA,NA,NA,8,0,5,1,1,4,495,FALSE,4,0,TRUE,NA,7,
SSS,1,2008,1/12/2008,336,187702,85.5,1100,780,8.4,f,n,NA,NA,NA,NA,9,0,5,1,1,3,461,FALSE,2,1,TRUE,NA,4.083,
SSS,1,2008,30/11/2008,335,187701,78.5,1020,720,5.7,f,n,NA,NA,NA,NA,5,0,5,1,1,2,458,FALSE,1,1,TRUE,NA,2.083,
SSS,12,2008,30/11/2008,335,187700,80.5,1020,740,6.4,m,n,NA,y,3,NA,NA,NA,NA,1,NA,NA,NA,FALSE,NA,NA,TRUE,NA,3,
SSS,12,2008,30/11/2008,335,187699,78.5,1015,715,5.6,f,n,NA,NA,NA,NA,9,0,3,1,0,NA,NA,FALSE,NA,NA,TRUE,NA,3,
SSS,10,2008,19/09/2008,263,R0067,106,1280,NA,NA,f,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,NA,NA,
SSS,5,2009,2/04/2009,92,U199,81.6,1032,NA,NA,m,NA,77,y,NA,NA,NA,NA,NA,1,NA,NA,NA,FALSE,NA,NA,FALSE,NA,NA,
SSS,4,2009,10/03/2009,69,150126,79.5,1015,727,4.8,m,n,75,y,NA,NA,NA,NA,NA,1,NA,NA,NA,FALSE,NA,NA,TRUE,NA,4.333,
SSS,4,2009,10/03/2009,69,150128,83.5,1066,764,6.5,m,n,83,y,2,NA,NA,NA,NA,1,NA,NA,NA,FALSE,NA,NA,TRUE,NA,6.333,
SSS,4,2009,10/03/2009,69,150130,80.5,1026,735,4.75,m,n,75,y,NA,NA,NA,NA,NA,1,NA,NA,NA,FALSE,NA,NA,TRUE,NA,3.333,
SSS,4,2009,10/03/2009,69,150131,81.5,1038,745,5.45,m,n,75,y,2,NA,NA,NA,NA,1,NA,NA,NA,FALSE,NA,NA,TRUE,NA,4.333,
SSS,4,2009,10/03/2009,69,150138,73.2,942,665,4.2,m,n,75,y,NA,NA,NA,NA,NA,1,NA,NA,NA,FALSE,NA,NA,TRUE,NA,2.333,
SSS,3,2010,28/02/2010,59,315128,44.7,591,399,0.85,m,n,10,n,1,NA,NA,NA,NA,0,NA,NA,NA,FALSE,NA,NA,TRUE,NA,0.25,
SSS,12,2009,17/11/2009,321,R0259,NA,NA,NA,NA,m,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,NA,NA,
SSS,4,2009,11/03/2009,70,U168,78.1,992,NA,NA,m,NA,74,y,NA,NA,NA,NA,NA,1,NA,NA,NA,FALSE,NA,NA,FALSE,NA,NA,
SSS,2,2009,8/01/2009,8,J0263,100,1200,NA,NA,f,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,NA,NA,
SSS,4,2009,10/03/2009,69,150116,74.9,962,687,4.15,m,n,80,y,2,NA,NA,NA,NA,1,NA,NA,NA,FALSE,NA,NA,TRUE,NA,2.333,
SSS,4,2009,10/03/2009,69,150139,81.8,1034,740,5,m,n,80,y,2,NA,NA,NA,NA,1,NA,NA,NA,FALSE,NA,NA,TRUE,NA,3.333,
SSS,5,2009,3/04/2009,93,U242,84,1059,NA,NA,f,NA,NA,NA,NA,NA,NA,NA,5,1,1,2,NA,FALSE,NA,NA,FALSE,NA,NA,
SSS,5,2009,3/04/2009,93,U249,85.3,1074,NA,7.5,m,NA,82,y,NA,NA,NA,NA,NA,1,NA,NA,NA,FALSE,NA,NA,FALSE,NA,NA,
SSS,5,2009,3/04/2009,93,U248,78.3,994,NA,4.85,m,NA,77,y,NA,NA,NA,NA,NA,1,NA,NA,NA,FALSE,NA,NA,FALSE,NA,NA,
SSS,5,2009,3/04/2009,93,U247,80.2,1016,NA,5.3,m,NA,75,y,NA,NA,NA,NA,NA,1,NA,NA,NA,FALSE,NA,NA,FALSE,NA,NA,
SSS,5,2009,3/04/2009,93,U246,81.9,1035,NA,5.5,m,NA,74,y,NA,NA,NA,NA,NA,1,NA,NA,NA,FALSE,NA,NA,FALSE,NA,NA,
SSS,5,2009,3/04/2009,93,U245,80,1014,NA,NA,f,NA,NA,NA,NA,NA,NA,NA,5,1,1,2,NA,FALSE,NA,NA,FALSE,NA,NA,
SSS,5,2009,2/04/2009,92,U235,83.6,1055,NA,NA,f,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,NA,NA,
SSS,5,2009,3/04/2009,93,U243,84.4,1064,NA,NA,f,NA,NA,NA,NA,NA,NA,NA,3,1,0,NA,NA,FALSE,NA,NA,FALSE,NA,NA,
SSS,5,2009,4/04/2009,94,U270,94.5,1179,NA,9.25,f,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,NA,NA,
SSS,5,2009,3/04/2009,93,U241,78.2,993,NA,NA,m,NA,74,y,NA,NA,NA,NA,NA,1,NA,NA,NA,FALSE,NA,NA,FALSE,NA,NA,
SSS,5,2009,3/04/2009,93,U240,72.2,925,NA,NA,f,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,NA,FALSE,NA,NA,FALSE,NA,NA,
SSS,5,2009,3/04/2009,93,U239,83,1048,NA,NA,m,NA,78,y,NA,NA,NA,NA,NA,1,NA,NA,NA,FALSE,NA,NA,FALSE,NA,NA,
SSS,5,2009,3/04/2009,93,U238,72.4,927,NA,NA,m,NA,78,y,NA,NA,NA,NA,NA,1,NA,NA,NA,FALSE,NA,NA,FALSE,NA,NA,
SSS,5,2009,3/04/2009,93,U237,64.8,840,NA,3.2,f,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,NA,NA,
SSS,5,2009,2/04/2009,92,U197,81.1,1026,NA,NA,m,NA,80,y,NA,NA,NA,NA,NA,1,NA,NA,NA,FALSE,NA,NA,FALSE,NA,NA,
SSS,5,2009,3/04/2009,93,U244,65.7,851,NA,NA,f,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,NA,NA,
SSS,12,2009,4/11/2009,308,R0965,90,1120,NA,NA,f,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,NA,NA,
SSS,5,2009,3/04/2009,93,U252,65,843,NA,3.2,m,NA,17,n,NA,NA,NA,NA,NA,0,NA,NA,NA,FALSE,NA,NA,FALSE,NA,NA,
SSS,12,2009,4/11/2009,308,R0963,83,1005,NA,NA,f,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,NA,NA,
SSS,12,2009,4/11/2009,308,R0964,90,1128,NA,NA,m,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,NA,NA,
SSS,5,2009,3/04/2009,93,U250,86.3,1086,NA,7,f,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,NA,NA,
SSS,5,2009,3/04/2009,93,144233,92.2,1153,840,8.8,f,n,NA,NA,NA,NA,18,1,5,1,1,4,72,FALSE,NA,NA,TRUE,NA,NA,
SSS,5,2009,3/04/2009,93,U251,85.7,1079,NA,6.7,m,NA,77,y,NA,NA,NA,NA,NA,1,NA,NA,NA,FALSE,NA,NA,FALSE,NA,NA,
SSS,12,2009,4/11/2009,308,R0966,89.5,1100,NA,NA,f,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,NA,NA,
SSS,12,2009,4/11/2009,308,315103,81.8,1038,740,6.05,m,n,77,y,3,p,NA,NA,NA,1,NA,NA,NA,FALSE,NA,NA,TRUE,NA,5,
SSS,12,2009,4/11/2009,308,J0392,101,1260,925,12.25,f,n,NA,NA,NA,NA,9,14,5,1,1,4,433,FALSE,3,1,TRUE,NA,NA,
SSS,5,2009,4/04/2009,94,U275,92.1,1152,NA,9.2,f,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,NA,NA,
SSS,5,2009,4/04/2009,94,U272,71.8,920,NA,4,m,NA,70,y,NA,NA,NA,NA,NA,1,NA,NA,NA,FALSE,NA,NA,FALSE,NA,NA,
SSS,5,2009,2/04/2009,92,U234,84,1059,NA,NA,m,NA,70,y,NA,NA,NA,NA,NA,1,NA,NA,NA,FALSE,NA,NA,FALSE,NA,NA,
SSS,5,2009,2/04/2009,92,U207,81.5,1031,NA,NA,m,NA,74,y,NA,NA,NA,NA,NA,1,NA,NA,NA,FALSE,NA,NA,FALSE,NA,NA,
SSS,5,2009,2/04/2009,92,U216,87.9,1104,NA,7.3,f,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,NA,NA,
SSS,5,2009,2/04/2009,92,U215,87.5,1099,NA,7.5,f,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,NA,NA,
SSS,5,2009,2/04/2009,92,U214,83,1048,NA,NA,m,NA,74,y,NA,NA,NA,NA,NA,1,NA,NA,NA,FALSE,NA,NA,FALSE,NA,NA,
SSS,5,2009,2/04/2009,92,U212,83,1048,NA,NA,m,NA,73,y,NA,NA,NA,NA,NA,1,NA,NA,NA,FALSE,NA,NA,FALSE,NA,NA,
SSS,5,2009,2/04/2009,92,U210,82.2,1039,NA,NA,m,NA,80,y,NA,NA,NA,NA,NA,1,NA,NA,NA,FALSE,NA,NA,FALSE,NA,NA,
SSS,5,2009,3/04/2009,93,U236,71,911,NA,4.6,m,NA,81,y,NA,NA,NA,NA,NA,1,NA,NA,NA,FALSE,NA,NA,FALSE,NA,NA,
SSS,5,2009,2/04/2009,92,U208,83.8,1057,NA,NA,m,NA,77,y,NA,NA,NA,NA,NA,1,NA,NA,NA,FALSE,NA,NA,FALSE,NA,NA,
SSS,5,2009,2/04/2009,92,U219,94.1,1175,NA,9.45,f,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,NA,NA,
SSS,5,2009,2/04/2009,92,U205,77.2,982,NA,NA,m,NA,76,y,NA,NA,NA,NA,NA,1,NA,NA,NA,FALSE,NA,NA,FALSE,NA,NA,
SSS,5,2009,2/04/2009,92,U204,84.5,1065,NA,NA,m,NA,75,y,NA,NA,NA,NA,NA,1,NA,NA,NA,FALSE,NA,NA,FALSE,NA,NA,
SSS,5,2009,2/04/2009,92,U203,77.6,986,NA,NA,m,NA,80,y,NA,NA,NA,NA,NA,1,NA,NA,NA,FALSE,NA,NA,FALSE,NA,NA,
SSS,5,2009,2/04/2009,92,U202,86.7,1090,NA,NA,m,NA,78,y,NA,NA,NA,NA,NA,1,NA,NA,NA,FALSE,NA,NA,FALSE,NA,NA,
SSS,5,2009,2/04/2009,92,U200,66,854,NA,NA,m,NA,29,n,NA,NA,NA,NA,NA,0,NA,NA,NA,FALSE,NA,NA,FALSE,NA,NA,
SSS,5,2009,3/04/2009,93,U253,66.1,855,NA,3.2,m,NA,18,n,NA,NA,NA,NA,NA,0,NA,NA,NA,FALSE,NA,NA,FALSE,NA,NA,
SSS,5,2009,2/04/2009,92,U209,79.3,1006,NA,NA,m,NA,74,y,NA,NA,NA,NA,NA,1,NA,NA,NA,FALSE,NA,NA,FALSE,NA,NA,
SSS,5,2009,2/04/2009,92,U225,80.7,1022,NA,6,m,NA,73,y,NA,NA,NA,NA,NA,1,NA,NA,NA,FALSE,NA,NA,FALSE,NA,NA,
SSS,5,2009,2/04/2009,92,U233,86.5,1088,NA,NA,f,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,NA,NA,
SSS,5,2009,2/04/2009,92,U232,82.5,1042,NA,NA,m,NA,74,y,NA,NA,NA,NA,NA,1,NA,NA,NA,FALSE,NA,NA,FALSE,NA,NA,
SSS,5,2009,2/04/2009,92,U231,89.2,1119,NA,NA,f,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,NA,NA,
SSS,5,2009,2/04/2009,92,U230,86.5,1088,NA,NA,f,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,NA,NA,
SSS,5,2009,2/04/2009,92,U229,82.9,1047,NA,6.7,f,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,NA,NA,
SSS,5,2009,2/04/2009,92,U228,91.2,1141,NA,8.85,f,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,NA,NA,
SSS,5,2009,2/04/2009,92,U217,94.3,1177,NA,9.3,f,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,NA,NA,
SSS,5,2009,2/04/2009,92,U226,86.1,1083,NA,7.65,f,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,NA,NA,
SSS,5,2009,2/04/2009,92,U218,92.9,1161,NA,9.05,f,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,NA,NA,
SSS,5,2009,2/04/2009,92,U224,76.5,974,NA,4.95,m,NA,77,y,NA,NA,NA,NA,NA,1,NA,NA,NA,FALSE,NA,NA,FALSE,NA,NA,
SSS,5,2009,2/04/2009,92,U223,86.5,1088,NA,7.6,f,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,NA,NA,
SSS,5,2009,2/04/2009,92,U222,76.5,974,NA,5.4,m,NA,75,y,NA,NA,NA,NA,NA,1,NA,NA,NA,FALSE,NA,NA,FALSE,NA,NA,
SSS,5,2009,2/04/2009,92,U221,80.1,1015,NA,6.5,m,NA,73,y,NA,NA,NA,NA,NA,1,NA,NA,NA,FALSE,NA,NA,FALSE,NA,NA,
SSS,5,2009,2/04/2009,92,U220,81.1,1026,NA,6.65,m,NA,78,y,NA,NA,NA,NA,NA,1,NA,NA,NA,FALSE,NA,NA,FALSE,NA,NA,
SSS,11,2009,27/10/2009,300,R0998,NA,1040,NA,NA,f,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,NA,NA,
SSS,5,2009,2/04/2009,92,U227,84.8,1069,NA,7.3,m,NA,76,y,NA,NA,NA,NA,NA,1,NA,NA,NA,FALSE,NA,NA,FALSE,NA,NA,
SSS,4,2009,31/03/2009,90,R0180,78,1000,NA,NA,f,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,NA,NA,
SSS,4,2009,31/03/2009,90,R0178,80,1020,NA,NA,m,NA,83,y,NA,NA,NA,NA,NA,1,NA,NA,NA,FALSE,NA,NA,FALSE,NA,NA,
SSS,8,2009,18/07/2009,199,355416,NA,1270,NA,NA,f,n,NA,NA,NA,NA,7,0,5,1,1,5,306.4,FALSE,3,2,TRUE,NA,NA,
SSS,4,2009,31/03/2009,90,R0175,64.2,837,NA,NA,m,n,31,n,NA,NA,NA,NA,NA,0,NA,NA,NA,FALSE,NA,NA,FALSE,NA,NA,
SSS,1,2010,14/12/2010,348,R1826,NA,550,NA,NA,f,p,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,NA,0,
SSS,1,2008,15/12/2008,350,108209,82,1032,750,6.95,m,n,82,y,3,y,NA,NA,NA,1,NA,NA,NA,FALSE,NA,NA,TRUE,NA,6.083,
SSS,5,2009,14/04/2009,104,R0171,88,1110,NA,NA,f,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,NA,NA,
SSS,1,2008,15/12/2008,350,J0179,83,1050,NA,NA,m,n,75,y,NA,NA,NA,NA,NA,1,NA,NA,NA,FALSE,NA,NA,FALSE,NA,NA,
SSS,4,2009,24/03/2009,83,R0173,NA,1005,NA,NA,m,n,NA,y,NA,NA,NA,NA,NA,1,NA,NA,NA,FALSE,NA,NA,FALSE,NA,NA,
SSS,1,2008,15/12/2008,350,R0192,87,1080,NA,NA,m,n,83,y,NA,NA,NA,NA,NA,1,NA,NA,NA,FALSE,NA,NA,FALSE,NA,NA,
SSS,8,2009,14/07/2009,195,R0309,89,1090,NA,NA,f,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,NA,NA,
SSS,8,2009,14/07/2009,195,R0310,80,1003,NA,NA,f,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,NA,NA,
SSS,9,2009,13/08/2009,225,R0222,85,1040,NA,NA,m,n,81,y,NA,NA,NA,NA,NA,1,NA,NA,NA,FALSE,NA,NA,FALSE,NA,NA,
SSS,1,2008,19/12/2008,354,R0195,105,1256,NA,NA,f,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,NA,NA,
SSS,10,2009,22/09/2009,265,317282,75.2,954,679,4.6,m,n,72,y,2,n,NA,NA,NA,1,NA,NA,NA,FALSE,NA,NA,FALSE,NA,NA,
SSS,1,2010,14/12/2010,348,R1822,NA,545,NA,NA,m,p,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,NA,0,
SSS,10,2009,10/09/2009,253,192090,66.3,840,600,2.95,m,n,22,n,1,n,NA,NA,NA,0,NA,NA,NA,FALSE,NA,NA,TRUE,NA,NA,
SSS,8,2009,18/07/2009,199,355402,89.5,1129,NA,NA,f,n,NA,NA,NA,NA,5,0,5,1,1,2,265.5,FALSE,1,1,FALSE,NA,NA,
SSS,8,2009,18/07/2009,199,355403,104,1300,950,NA,f,n,NA,NA,NA,NA,5,0,5,1,1,4,278.5,FALSE,1,1,TRUE,NA,13.667,
SSS,1,2008,15/12/2008,350,R0158,87,1110,NA,NA,m,n,85,y,NA,NA,NA,NA,NA,1,NA,NA,NA,FALSE,NA,NA,FALSE,NA,NA,
SSS,4,2009,31/03/2009,90,R0190,85,1040,NA,NA,m,NA,80,y,NA,NA,NA,NA,NA,1,NA,NA,NA,FALSE,NA,NA,FALSE,NA,NA,
SSS,1,2008,15/12/2008,350,J0177,89,1070,NA,NA,m,NA,85,y,NA,NA,NA,NA,NA,1,NA,NA,NA,FALSE,NA,NA,FALSE,NA,NA,
SSS,8,2009,18/07/2009,199,355405,NA,1105,NA,NA,f,n,NA,NA,NA,NA,6,0,5,1,1,2,330.5,FALSE,1,1,TRUE,NA,4.667,
SSS,8,2009,18/07/2009,199,355406,NA,1032,NA,NA,f,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,NA,NA,
SSS,1,2008,15/12/2008,350,108207,78.2,980,708,4.95,m,n,75,y,3,y,NA,NA,NA,1,NA,NA,NA,FALSE,NA,NA,TRUE,NA,3.083,
SSS,1,2008,15/12/2008,350,R0157,81,1090,NA,NA,m,n,80,y,NA,NA,NA,NA,NA,1,NA,NA,NA,FALSE,NA,NA,FALSE,NA,NA,
SSS,11,2009,8/10/2009,281,R0913,81,1030,NA,NA,m,n,80,y,NA,NA,NA,NA,NA,1,NA,NA,NA,FALSE,NA,NA,FALSE,NA,NA,
SSS,5,2009,18/04/2009,108,231625,87,1120,800,NA,m,NA,100,y,NA,NA,NA,NA,NA,1,NA,NA,NA,FALSE,NA,NA,TRUE,NA,4.417,
